"","disc_number","duration_ms.x","href","name","popularity","album.release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"9803",1,181144,"https://api.spotify.com/v1/tracks/40mjsnRjCpycdUw3xhS20g","GATTI",81,"2019-12-27",0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477
"9804",1,197693,"https://api.spotify.com/v1/tracks/40NRm1ZLvZpUSCUXAGGZ8J","Kung Fu Fighting",67,"2001",0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84e-05,0.289,0.59,102.035
"9805",1,197997,"https://api.spotify.com/v1/tracks/40oF62UXziCZaX3S3UtGuZ","Why",58,"2017-04-07",0.674,0.535,0,-8.025,1,0.0367,0.541,0,0.0838,0.127,124.951
"9806",1,213132,"https://api.spotify.com/v1/tracks/40oKW22ZNNkEdZLJTScaQI","Roll In Peace (feat. XXXTENTACION)",75,"2017-08-18",0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053
"9807",1,503240,"https://api.spotify.com/v1/tracks/40ozK0lCJ0EQzVGWsCNUhk","Way Maker - Live",72,"2019-09-13",0.432,0.524,4,-8.721,1,0.0321,0.0289,0,0.682,0.183,135.956
"9808",1,103053,"https://api.spotify.com/v1/tracks/40pCsVIag82YFFpmuWYrNA","Sonata in F, K.547a: 2. Allegretto",2,"2020-03-15",0.517,0.116,5,-21.673,1,0.0586,0.992,0.945,0.0665,0.641,96.759
"9809",1,492573,"https://api.spotify.com/v1/tracks/40PQlwYQfl4F04cM5Ger2j","Violin Sonata No. 4 in A minor Op. 23: II. Andante scherzoso più allegretto",16,"2020-03-07",0.512,0.046,9,-22.617,1,0.047,0.994,0.735,0.104,0.322,137.906
"9810",1,251146,"https://api.spotify.com/v1/tracks/40qGH4aiVeaFW7qIPCyTVa","La De La Mala Suerte",63,"2011-12-06",0.545,0.466,6,-6.659,1,0.0301,0.0381,0,0.353,0.351,139.978
"9811",1,127200,"https://api.spotify.com/v1/tracks/40QrLHWdsxyXLAdjJG4Rxs","Chosen 1",64,"2019-06-07",0.77,0.576,8,-11.845,0,0.339,0.138,0,0.08,0.364,166.162
"9812",1,168200,"https://api.spotify.com/v1/tracks/40qyPyljksBEqlNw5sW37T","Habitual",80,"2020-02-14",0.764,0.443,4,-6.625,1,0.0439,0.52,1.96e-05,0.0749,0.63,138.999
"9813",1,391376,"https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv","Hotel California - 2013 Remaster",81,"1976-12-08",0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125
"9814",1,186402,"https://api.spotify.com/v1/tracks/40Rpg3LkZwwzuHJ3GdjMma","Gnarly (feat. Lil Pump)",62,"2018-12-14",0.764,0.784,10,-4.003,0,0.0833,0.469,0,0.123,0.51,144.981
"9815",1,279213,"https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v","Down with the Sickness",74,"2000-02-25",0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954
"9816",1,175186,"https://api.spotify.com/v1/tracks/40rXWke6SnXiGkSmaT8ZUr","Fantasía",82,"2019-11-29",0.695,0.719,2,-5.938,1,0.0903,0.227,0.000171,0.0884,0.781,180.074
"9817",1,102672,"https://api.spotify.com/v1/tracks/40shLUuowIKHOAc7pPFpky","Lil Wayne",63,"2019-08-09",0.722,0.684,8,-4.845,1,0.08,0.431,0,0.117,0.534,152.053
"9818",1,234946,"https://api.spotify.com/v1/tracks/40sRwFjfrRnaTdYPJIg4CP","Hometown",65,"2015-05-15",0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03
"9819",1,177841,"https://api.spotify.com/v1/tracks/40teemkQiGpOqXglz4xbPL","Yo No Soy El Malo",52,"2019-07-30",0.673,0.535,8,-8.309,1,0.0389,0.347,0,0.117,0.859,111.953
"9820",1,199413,"https://api.spotify.com/v1/tracks/40ufL61vEaDaaOitYhnlQ7","Tip of My Tongue",68,"2019-07-12",0.669,0.559,5,-5.003,1,0.0251,0.0805,0,0.0703,0.491,95.001
"9821",1,215946,"https://api.spotify.com/v1/tracks/40xhyfAPDoMtv494MfPevP","XO",68,"2014-11-24",0.47,0.792,0,-8.932,1,0.26,0.171,1.28e-06,0.313,0.214,170.085
"9822",1,177546,"https://api.spotify.com/v1/tracks/40YbWniIEmqy6s58fYXLUh","Never Love Again",75,"2020-01-17",0.747,0.899,5,-5.125,0,0.246,0.1,0,0.486,0.581,92.029
"9823",1,251466,"https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC","Me, Myself & I",76,"2015-12-04",0.757,0.672,0,-6.524,0,0.0955,0.0186,0,0.158,0.382,111.996
"9824",1,243269,"https://api.spotify.com/v1/tracks/40yJGQyEaBbIkXpwMFkXip","One Night",69,"2016-07-05",0.764,0.475,0,-12.618,1,0.114,0.345,0,0.14,0.34,129.974
"9825",1,188575,"https://api.spotify.com/v1/tracks/40Z7QfRaFEH0HcXlFJHBXc","Show You off (feat. Xuitcasecity)",43,"2016-06-16",0.736,0.703,4,-5.319,0,0.0415,0.147,8.67e-05,0.0887,0.439,140.05
"9826",1,186344,"https://api.spotify.com/v1/tracks/40Zb4FZ6nS1Hj8RVfaLkCV","Slide (feat. Blueface & Lil Tjay)",65,"2019-04-16",0.532,0.704,5,-3.895,0,0.26,0.093,0,0.184,0.591,96.004
"9827",1,219183,"https://api.spotify.com/v1/tracks/410smJMzhna1ADC2ldqVHu","Hoodie",64,"2017-06-16",0.688,0.699,11,-5,1,0.0445,0.0126,6.16e-06,0.391,0.385,94.935
"9828",1,185380,"https://api.spotify.com/v1/tracks/414fIBz9pQgFWkKwSFbMQH","Glass in the Face",65,"2020-02-28",0.796,0.727,3,-4.598,0,0.235,0.235,0,0.13,0.299,109.334
"9829",1,204666,"https://api.spotify.com/v1/tracks/415dK4glwDO7fXxYg3np8B","Pictures of Girls",64,"2018-04-06",0.443,0.819,6,-5.502,1,0.0322,0.000248,0.00759,0.0802,0.494,154.958
"9830",1,264120,"https://api.spotify.com/v1/tracks/418yP0aUiGTSH3eBtd9Q1h","Piano Sonata No. 5 in C Minor, Op. 10 No. 1: III. Finale. Prestissimo",14,"2020-03-06",0.479,0.139,0,-24.655,0,0.0546,0.991,0.906,0.0997,0.382,94.397
"9831",2,157605,"https://api.spotify.com/v1/tracks/41a7dZcq30Ss5kPMayWRV0","That’s How You Feel",64,"2018-06-29",0.85,0.473,10,-5.747,0,0.209,0.117,0.0105,0.108,0.38,85.454
"9832",1,210466,"https://api.spotify.com/v1/tracks/41Az1BCotlAUt7Ud8k6H2Y","Sunsets For Somebody Else",66,"2017-09-08",0.696,0.229,7,-7.911,1,0.0331,0.828,1.34e-05,0.152,0.603,113.273
"9833",1,224426,"https://api.spotify.com/v1/tracks/41bIQPBE1lFN0mmw6Lmssz","21 Questions",69,"2003-02-06",0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012
"9834",1,204712,"https://api.spotify.com/v1/tracks/41CgzGD7xlgnJe14R4cqkL","Paris in the Rain",73,"2018-05-31",0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309
"9835",1,188323,"https://api.spotify.com/v1/tracks/41cpvQ2GyGb2BRdIRSsTqK","Moon River",68,"2018-02-14",0.24,0.116,0,-13.216,1,0.0329,0.877,0.00092,0.1,0.0937,77.349
"9836",1,187013,"https://api.spotify.com/v1/tracks/41d2Q6DHcM20OdzynkRtvf","Daft Pretty Boys",61,"2016-09-16",0.662,0.837,8,-5.015,1,0.0582,0.0623,0,0.0931,0.613,136.998
"9837",1,224573,"https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO","Worth It",73,"2015-01-30",0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987
"9838",1,214786,"https://api.spotify.com/v1/tracks/41FLEFSeRCv19OBn0vLiaH","It All Comes Out in the Wash",62,"2019-11-01",0.602,0.73,0,-4.925,1,0.0314,0.00106,0.000115,0.095,0.923,164.027
"9839",1,112000,"https://api.spotify.com/v1/tracks/41gGCoMU2mqRlEQPIosjL9","Novaturient",65,"2019-11-29",0.403,0.137,3,-22.37,0,0.0447,0.995,0.962,0.122,0.54,73.748
"9840",1,170500,"https://api.spotify.com/v1/tracks/41GRG2vD1Cr3Ho5voCImq4","Anyway (feat. XERXESBAKKER) - Hard Mix",55,"2019-01-18",0.613,0.758,11,-3.785,1,0.0353,0.0578,0.00453,0.0866,0.56,150.02
"9841",1,225365,"https://api.spotify.com/v1/tracks/41hcstGzn592p7hyWMfOjv","So Hot - MK x Nightlapse Remix",56,"2019-07-19",0.642,0.909,0,-5.119,0,0.0282,0.00283,0.00057,0.0552,0.633,123.019
"9842",1,334653,"https://api.spotify.com/v1/tracks/41KDGHEMei5sHoTVvCjvU4","Sonata No. 18 in E-Flat Major, Op. 31 No. 3: II. Scherzo. Allegretto vivace",3,"2020-03-13",0.429,0.0762,8,-29.45,1,0.0389,0.992,0.893,0.0946,0.327,92.289
"9843",1,210426,"https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l","Yummy",93,"2020-01-03",0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921
"9844",1,248431,"https://api.spotify.com/v1/tracks/41MCdlvXOl62B7Kv86Bb1v","Empty",78,"2019-03-08",0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557
"9845",1,153500,"https://api.spotify.com/v1/tracks/41mFwl6ZbwEBQ1TO4T5YcM","Ci vediamo domani",60,"2019-06-29",0.37,0.0223,1,-28.838,1,0.0622,0.996,0.959,0.0895,0.436,168.293
"9846",1,209253,"https://api.spotify.com/v1/tracks/41mzryVlFLlz6b1BCtJAjx","Light It Up",57,"2019-08-16",0.953,0.515,10,-8.546,1,0.0846,0.00389,0,0.11,0.351,138.039
"9847",1,175313,"https://api.spotify.com/v1/tracks/41ngfIhPv1DkwHozVjH5Yc","Florida Rain Storm",70,"2017-01-09",0.157,0.523,5,-28.309,0,0.0666,0.0027,0.764,0.0936,0.0384,89.925
"9848",1,129201,"https://api.spotify.com/v1/tracks/41O2HJrZ1UemTdvfUsVOam","Killin' on Demand",57,"2018-12-18",0.888,0.729,10,-5.021,1,0.0728,0.00211,7.28e-05,0.118,0.963,140.032
"9849",1,141587,"https://api.spotify.com/v1/tracks/41o2ydrj7Xm9Yt5odIBqq4","Velvet Light",62,"2018-04-05",0.67,0.419,6,-10.523,0,0.0751,0.75,0.135,0.0976,0.513,77.919
"9850",1,249226,"https://api.spotify.com/v1/tracks/41pOIT2t1rvr2Trg1HQChZ","Radio/Video",66,"2005-05-17",0.361,0.921,6,-2.468,0,0.0717,0.173,6.95e-06,0.358,0.466,139.259
"9851",1,260600,"https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62","Lovers And Friends",63,"2004-11-16",0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861
"9852",1,243520,"https://api.spotify.com/v1/tracks/41qvyd8cnQbN9aOPoJSNhp","Chariot (feat. Meek Mill, Lil Durk & Young Thug)",64,"2019-05-31",0.808,0.694,11,-5.944,0,0.245,0.207,0,0.074,0.503,146.036
"9853",1,213620,"https://api.spotify.com/v1/tracks/41QWRWlA5ofrxcYRO55xpG","Que Vergüenza Con La Gente",54,"2018-07-13",0.734,0.635,10,-5.492,1,0.0387,0.744,0,0.368,0.88,116.043
"9854",2,166560,"https://api.spotify.com/v1/tracks/41r2wOeDJnfKkBtg5ZDvpJ","SAD! - Instrumental",43,"2019-09-06",0.662,0.436,0,-6.836,0,0.127,0.0335,0.874,0.127,0.18,74.97
"9855",1,186680,"https://api.spotify.com/v1/tracks/41SwdQIX8Hy2u6fuEDgvWr","10%",68,"2019-12-13",0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99
"9856",2,349720,"https://api.spotify.com/v1/tracks/41Szq09rAfnURTiTniW7Pc","Brandenburg Concerto No. 4 in G Major, BWV 1049: III. Presto",18,"2020-03-06",0.318,0.169,7,-19.598,1,0.0554,0.92,0.0944,0.262,0.636,175.073
"9857",1,215815,"https://api.spotify.com/v1/tracks/41uy8iuYu5K7IzPMGCPzIv","Queen",41,"2020-03-05",0.669,0.466,9,-9.673,0,0.0509,0.116,0,0.131,0.155,126.021
"9858",1,232368,"https://api.spotify.com/v1/tracks/41Wez07tvAmZMrYHi2K86j","Don't Wanna Fall In Love",70,"2015-10-02",0.487,0.617,0,-6.9,1,0.275,0.0151,0,0.356,0.604,132.088
"9859",1,224743,"https://api.spotify.com/v1/tracks/41WTP0gosjYD74B06uS2tL","You Said You'd Grow Old With Me",70,"2012-09-28",0.531,0.347,0,-7.044,1,0.0345,0.905,0,0.0935,0.289,114.441
"9860",1,170971,"https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F","Si Veo a Tu Mamá",92,"2020-02-28",0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928
"9861",1,281960,"https://api.spotify.com/v1/tracks/41wWrTueWew7qUU0Ru87Mp","Wild Side",63,"1987",0.596,0.896,0,-4.635,1,0.0382,0.00742,0.00057,0.372,0.456,115.092
"9862",1,210080,"https://api.spotify.com/v1/tracks/41yIvlFgvGwxq8qTqAR7eG","Bloom - Bonus Track",71,"2013-03-05",0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002
"9863",1,203569,"https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH","idontwannabeyouanymore",83,"2017-12-22",0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163
"9864",1,250093,"https://api.spotify.com/v1/tracks/420JGkyLfLUZcgBHKiIK9v","45",65,"2003-05-27",0.446,0.657,7,-4.494,1,0.0262,0.0022,0,0.189,0.215,152.132
"9865",1,189132,"https://api.spotify.com/v1/tracks/421eObjg0DTm2qajJl5OJm","Into the Unknown - Panic! At The Disco Version",77,"2019-11-15",0.456,0.828,1,-6.225,1,0.077,0.0244,0,0.21,0.313,116.719
"9866",1,180333,"https://api.spotify.com/v1/tracks/422lAAWQO9TqL1LxIPdhOn","Random",61,"2015-12-04",0.607,0.783,9,-6.891,1,0.139,0.0036,0,0.216,0.182,87.026
"9867",1,240280,"https://api.spotify.com/v1/tracks/423EcxblW9F4nnQkqcqMlK","Deja Vu (feat. Jay-Z)",59,"2007-05-29",0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
"9868",1,427800,"https://api.spotify.com/v1/tracks/423hwXFgoN8RYmqLoLuVvY","No Woman, No Cry - Live At The Lyceum, London/1975",69,"1975-01-01",0.655,0.675,1,-9.352,1,0.0599,0.272,0.0236,0.727,0.587,77.589
"9869",1,252466,"https://api.spotify.com/v1/tracks/423o3ZHIaBtGXyhF1uH41a","Walk of Life",60,"1985-05-13",0.461,0.936,4,-6.866,1,0.109,0.435,9.13e-05,0.124,0.804,172.404
"9870",1,216400,"https://api.spotify.com/v1/tracks/424qpX6swdUdhLq95cecNu","Pull Up",60,"2018-05-11",0.84,0.597,2,-7.569,1,0.3,0.0109,0.000169,0.114,0.569,156.975
"9871",1,141253,"https://api.spotify.com/v1/tracks/425XjhqvY7Vh1Cb5WtSl59","El Mechón",1,"2020-03-13",0.784,0.719,10,-4.765,1,0.0749,0.388,0,0.0593,0.884,159.974
"9872",1,230506,"https://api.spotify.com/v1/tracks/429EttO8gs0bDo2SQfUNSm","Georgia",68,"2014-09-09",0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554
"9873",1,220026,"https://api.spotify.com/v1/tracks/429IbFR4yp2J81CeTwF5iY","Sweetness",66,"2001-07-17",0.487,0.898,5,-4.436,1,0.038,0.00305,0,0.26,0.597,135.331
"9874",1,126824,"https://api.spotify.com/v1/tracks/429NtPmr12aypzFH3FkN9l","Coffee",70,"2017-11-04",0.532,0.153,9,-18.208,1,0.0729,0.982,0.961,0.112,0.279,118.689
"9875",1,243826,"https://api.spotify.com/v1/tracks/42AbhVIa4d9pLaSbaXlG2G","Roadhouse Blues",0,"2020-03-13",0.612,0.634,9,-8.212,1,0.0319,0.337,4.6e-05,0.147,0.904,121.059
"9876",1,225760,"https://api.spotify.com/v1/tracks/42ADpNS02UiRbRGyRYypFS","Dancing On Quicksand",47,"2014-07-01",0.648,0.936,8,-2.834,1,0.0358,0.00247,0.000173,0.169,0.671,124.027
"9877",1,271440,"https://api.spotify.com/v1/tracks/42aZFX1bcCDj75ue0KoNSd","Keep On, Keepin' On (feat. Xscape)",44,"1996",0.875,0.63,1,-6.015,0,0.114,0.24,0.00011,0.0742,0.733,91.043
"9878",1,211763,"https://api.spotify.com/v1/tracks/42bbDWZ8WmXTH7PkYAlGLu","Hold My Girl",73,"2018-03-23",0.614,0.527,10,-6.374,1,0.0302,0.597,0,0.11,0.354,121.941
"9879",1,110880,"https://api.spotify.com/v1/tracks/42c1ppLBsSbUjFNDzYLY10","A Catalogue Of Afternoons",64,"2018-04-20",0.124,0.0924,11,-31.726,1,0.0412,0.996,0.848,0.0935,0.135,205.999
"9880",1,268360,"https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl","Semi-Charmed Life",73,"1997-04-08",0.64,0.864,7,-6.576,1,0.0315,0.00832,0,0.123,0.7,102.026
"9881",1,196746,"https://api.spotify.com/v1/tracks/42fw0rxRO2xbesF6mJfd4Y","Tequila",75,"2018-06-22",0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016
"9882",1,359800,"https://api.spotify.com/v1/tracks/42GcjriRK6srwHkfbkBqVl","Blood On The Leaves",65,"2013-01-01",0.454,0.69,2,-4.108,0,0.157,0.396,0,0.101,0.37,171.989
"9883",1,139275,"https://api.spotify.com/v1/tracks/42GhletESlrhyhtFkjkf6Q","Voyage",61,"2018-09-05",0.743,0.204,5,-11.501,0,0.0891,0.102,0.9,0.112,0.435,172.137
"9884",1,374973,"https://api.spotify.com/v1/tracks/42GP0xKtkolBnmqQRvSllO","Welcome Home",62,"2005-01-15",0.442,0.951,11,-5.27,1,0.11,0.00648,1.12e-06,0.0887,0.158,154.004
"9885",1,154000,"https://api.spotify.com/v1/tracks/42H6GeQfrBkT3vTUTdpB1M","Please Never Fall in Love Again",65,"2017-09-24",0.646,0.0828,10,-16.205,1,0.0435,0.838,1.2e-05,0.0934,0.293,108.826
"9886",1,162866,"https://api.spotify.com/v1/tracks/42k2t01Dh9RZj3dz25x81N","Chain Gang (The Work Song)",0,"2020-03-13",0.469,0.319,2,-14.586,0,0.0467,0.844,0,0.107,0.598,130.524
"9887",1,265120,"https://api.spotify.com/v1/tracks/42k9e2hgl98IdgkXLg4pxs","No More (feat. Travis Scott, Kodak Black & 21 Savage)",65,"2018-11-06",0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309
"9888",1,165112,"https://api.spotify.com/v1/tracks/42MwPTHQWWe4WUNwvdUh6Q","Demons",73,"2020-01-17",0.708,0.489,5,-7.608,0,0.0366,0.665,0.000138,0.302,0.771,142.925
"9889",1,194546,"https://api.spotify.com/v1/tracks/42NB7w0tDCag0mQpCtZe7Y","Home",58,"2018-08-10",0.66,0.45,4,-11.011,1,0.0451,0.839,0.714,0.374,0.242,145.011
"9890",1,248470,"https://api.spotify.com/v1/tracks/42nkVBjWYVhiijbof5zySm","Indian Summer",61,"2015-06-09",0.507,0.824,6,-2.501,1,0.0526,0.0246,0.0451,0.0848,0.0394,84.992
"9891",1,239400,"https://api.spotify.com/v1/tracks/42nSaPdT6g3ZIMHmKLlP2p","Let's Get Loud",71,"1999-06-01",0.82,0.937,5,-4.81,0,0.0551,0.135,0.000128,0.35,0.906,130.993
"9892",1,245480,"https://api.spotify.com/v1/tracks/42qh86p7TLXyumxSHn65kc","Party (feat. André 3000)",60,"2011-06-24",0.648,0.593,10,-6.267,1,0.0506,0.0188,0,0.169,0.712,160.979
"9893",1,221095,"https://api.spotify.com/v1/tracks/42SOtYBdnfj9zEdZSlAq5k","Finally // beautiful stranger",71,"2020-01-17",0.626,0.55,9,-5.105,0,0.029,0.051,0,0.118,0.123,133.976
"9894",1,238240,"https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK","One Last Breath",68,"2001-01-01",0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602
"9895",1,261000,"https://api.spotify.com/v1/tracks/42tBlHWL3VfDkUM2iWcc5p","GUMMY",64,"2017-08-25",0.687,0.672,0,-5.975,0,0.0573,0.198,0,0.175,0.792,80.035
"9896",1,189049,"https://api.spotify.com/v1/tracks/42tFTth2jcF7iSo0RBjfJF","<U+D53C><U+CE74><U+BD80> Peek-A-Boo",68,"2017-11-17",0.839,0.902,1,-3.612,0,0.0536,0.0868,0.00257,0.272,0.639,114.953
"9897",1,485013,"https://api.spotify.com/v1/tracks/42UpH9fz5utv8tkvOgh5Qb","Freak-a-Zoid",39,"1983-01-01",0.876,0.8,2,-8.142,1,0.0519,0.0169,0.00538,0.0382,0.759,120.829
"9898",1,111316,"https://api.spotify.com/v1/tracks/42vJ04V6KL5YewBBODA1Vw","Controlla X Too Good",41,"2016-08-30",0.616,0.206,7,-8.921,1,0.0413,0.934,4.63e-06,0.0812,0.497,44.194
"9899",1,440466,"https://api.spotify.com/v1/tracks/42vYxMAWsFpBOS7hgAdzqW","No Ordinary Love",64,"1992-12-16",0.629,0.364,11,-12.259,0,0.038,0.468,0.0198,0.0941,0.699,166.254
"9900",1,120000,"https://api.spotify.com/v1/tracks/42vzhhpRAds4RJDQPrSGZ6","Gyoza",64,"2019-12-08",0.766,0.315,6,-15.721,1,0.0946,0.824,0.858,0.0929,0.603,88.17
"9901",1,199240,"https://api.spotify.com/v1/tracks/42w7pX3r1TpLR0i55Ek5ND","Bluffin'",63,"2019-04-05",0.529,0.314,0,-10.323,1,0.0461,0.354,0.000436,0.102,0.288,129.664
"9902",1,132800,"https://api.spotify.com/v1/tracks/42wYsI2BUS9ABUnY9wZcGT","Red",70,"2020-03-06",0.894,0.464,1,-6.618,1,0.371,0.175,0,0.274,0.583,81.084
"9903",1,281133,"https://api.spotify.com/v1/tracks/42YNobZ4HN3tRVEA47wLT6","When I'm Gone",64,"2005-12-06",0.619,0.746,10,-5.479,0,0.36,0.0537,0,0.295,0.757,149.944
"9904",1,183293,"https://api.spotify.com/v1/tracks/42Z8moYh30XOVffltDDUgK","Sound & Color",58,"2015-04-21",0.548,0.412,2,-7.398,1,0.0736,0.852,0.611,0.0854,0.151,114.928
"9905",1,230693,"https://api.spotify.com/v1/tracks/42zd6DYQ4o4SECmTITrM1U","Dreams and Nightmares",71,"2012-10-26",0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745
"9906",1,168346,"https://api.spotify.com/v1/tracks/42zePe03Iq8tvFcJAIKkp8","D.R.E.A.M. (feat. Ghostface Killah)",60,"2019-05-31",0.688,0.637,0,-5.127,1,0.259,0.185,1.97e-05,0.0943,0.449,160.026
"9907",1,278026,"https://api.spotify.com/v1/tracks/42ZVk59gT4tMlrZmd8Ijxf","Indestructible",69,"2008-04-29",0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956
"9908",1,206266,"https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV","I Ain't Got Time!",63,"2017-07-21",0.549,0.725,1,-7.239,1,0.397,0.0539,3.52e-05,0.148,0.547,108.822
"9909",1,301586,"https://api.spotify.com/v1/tracks/432hUIl3ISDeytYW5XBQ5h","Wolves",70,"2016-06-10",0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856
"9910",1,189853,"https://api.spotify.com/v1/tracks/433P7tDcIAi6NLnf4Sh6tI","Still Here",62,"2016-05-06",0.833,0.431,0,-9.604,1,0.194,0.0267,0,0.633,0.224,133.938
"9911",1,220800,"https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn","DJ Got Us Fallin' In Love (feat. Pitbull)",76,"2010-03-30",0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963
"9912",1,126312,"https://api.spotify.com/v1/tracks/435yU2MvEGfDdmbH0noWZ0","worldstar money (interlude)",63,"2017-11-03",0.577,0.387,7,-8.607,1,0.274,0.964,0.706,0.208,0.459,146.565
"9913",1,270760,"https://api.spotify.com/v1/tracks/436EpHvGoKO3DgaSeD9lW8","No Me Digas Que No",54,"2010-01-01",0.734,0.751,9,-2.716,1,0.0385,0.235,0,0.0867,0.679,125.025
"9914",1,222008,"https://api.spotify.com/v1/tracks/438wODjSTL2jgn1nePaNew","SUGAR (Remix) [feat. Dua Lipa]",75,"2020-03-06",0.661,0.523,8,-5.902,1,0.0381,0.483,0,0.469,0.536,122.948
"9915",1,191306,"https://api.spotify.com/v1/tracks/438ydvfdggFaE8RTacR40q","First Class (feat. Gunna)",48,"2020-03-13",0.877,0.448,0,-8.68,1,0.441,0.0387,0,0.246,0.228,127.235
"9916",1,350120,"https://api.spotify.com/v1/tracks/439TlnnznSiBbQbgXiBqAd","m.A.A.d city",66,"2012",0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048
"9917",2,218200,"https://api.spotify.com/v1/tracks/439X8jGytErRiPnaoUJHju","CHANCES",65,"2018-11-30",0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003
"9918",1,244653,"https://api.spotify.com/v1/tracks/43a4fBKL1HlRPCYOsZdh3j","Que Calor",50,"2009-01-01",0.83,0.873,7,-3.811,1,0.059,0.176,1.71e-06,0.155,0.894,87.414
"9919",1,302146,"https://api.spotify.com/v1/tracks/43ay9lQZ5rfNcOOHhRF2cM","The Greatest Show",60,"2017-10-27",0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92
"9920",1,126560,"https://api.spotify.com/v1/tracks/43BG4eSzdElsfN0Ew1kccu","No Loyalty",49,"2020-03-13",0.846,0.424,1,-6.417,1,0.471,0.000132,0,0.117,0.154,84.548
"9921",1,254493,"https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg","Jack & Diane",72,"1982",0.811,0.41,9,-8.214,1,0.0392,0.0365,6.94e-06,0.0799,0.625,103.94
"9922",1,211720,"https://api.spotify.com/v1/tracks/43CFDpciGFDm226POTLEXU","Love Someone",66,"2017-08-04",0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995
"9923",1,263973,"https://api.spotify.com/v1/tracks/43CL49bukqUMNxontuQtR2","Zumba",56,"2012-01-01",0.729,0.894,5,-3.494,1,0.0397,0.00205,0.021,0.128,0.832,124.992
"9924",1,266720,"https://api.spotify.com/v1/tracks/43DeSV93pJPT4lCZaWZ6b1","The Boys Are Back In Town",73,"1976",0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823
"9925",1,260173,"https://api.spotify.com/v1/tracks/43GS3mtezoIFiuIZCLLiDY","Every Rose Has Its Thorn - Remastered 2003",71,"1988-03-21",0.533,0.637,6,-5.571,1,0.0323,0.16,1.12e-05,0.369,0.292,140.167
"9926",1,205733,"https://api.spotify.com/v1/tracks/43IMaycr34ZR5kS8mlL5hH","Just Might (with PARTYNEXTDOOR)",65,"2019-10-04",0.69,0.377,7,-7.907,1,0.0793,0.672,1.06e-06,0.106,0.18,104.924
